titulo,texto
Calendário JPB mostra problema resolvido em João Pessoa-2278446.wav,crianças adolescentes e funcionários da escola Cenecista Professor Felipe Tiago Gomes lá em Mangabeira estavam com dificuldade para chegar ao colégio que fica numa das Avenidas mais movimentadas do bairro Ailton Souto Maior resolver o problema que já duravam tempo eles pediram ajuda o calendário JPB e nossa equipe Claro foi até lá vamos relembrar o que fazer quando o simples ato de ir à escola é um grande risco Os estudantes da escola Cenecista decidiram chamar o calendário JPB eles não aguentavam mais a falta de respeito dos motoristas a faixa de pedestre quando a gente não consegue atravessar ali como é que fica o problema e se comprometeu a instalar uma lombada física no local em 15 dias então calendário JPB foi marcado no dia combinado calendário JPB voltou Avenida Hilton Souto Maior mas a lombada ainda não estava lá os estudantes pais e professores continuaram confiantes e mais um prazo foi dado a Semob 5 de Novembro de Novembro embora o calendário só possa vir né comprovar em novembro nós esperamos né que você move os órgãos competentes já dei início o mais rápido possível a essa construção calendário JPB de volta Avenida Hilton Souto Maior exatamente do ponto de onde a gente começou nós vamos tentar atravessar Avenida e vê se alguma coisa mudou aqui que as crianças agora conseguem atravessar com mais segurança vamos lá pelo que eu percebi mudou bastante os carros agora vem em baixa velocidade quando se aproximam da faixa de pedestre conseguem parar e o motivo dessa educação toda é aquela lombada ali melhorou bastante Depois dessa bombada aí mudou ficou muito bom porque os carro Agora respeita a pista e para a gente conversar então isso quer dizer professora Francisca que o problema foi resolvido hoje a Senac Portal está em festa e Temos bastante motivo porque graças ao calendário JPB a lombada está aí servindo não só os nossos alunos os nossos colaboradores mas a comunidade que aqui que trafega nós tivemos durante mais de dois anos um problema seríssimo com esse trânsito aqui e já tínhamos batalhado manda um ofício Mas infelizmente não havia luz obtido sucesso então numa encontro de
"Calendário JPB cobra iluminação no Conjunto do IPEP, em Campina Grande-4859937.wav",Agora é a vez do calendário JPB essa semana eu passei o calendário para Laisa grisi ela quem tá com os carimbos de Resolvido e não resolvido e lá já voltou lá no conjunto do ipep para conferir se o problema com a iluminação pública foi resolvido Vamos ver aí na reportagem enquanto é dia tá tudo tranquilo por aqui mas a reivindicação do pessoal que mora no conjunto e pepe no Bairro do Ligeiro é quando começa a escurecer existe sim pode mas a questão é que as lâmpadas que tem não posso também não são as boas denominação tem a gente paga mensalmente o valor contribuição pública para iluminação Então a gente tem o direito de reivindicar em relação a isso a gente ficar só uma nova Não é a primeira vez que o calendário JPB esteve aqui foi em Junho do ano passado não quis ter uma ideia olha só aqui tem esse poste que tem lâmpada no mesmo lado da rua lá na frente Olha só quase 100 metros depois a gente vai encontrar um outro poste com lâmpada só de um lado porque do outro lado como vocês vem aí tem vários postes mas nenhuma lâmpada agora de manhã assim durante o dia com a luz do sol até tá bom né a gente vê luminação normal porém a gente quando a luz quando a noite chega fica um breu os moradores inclusive mandaram imagens gravadas de celular desse trecho aqui à noite eu vou te contar dá medo dá um frio na espinha só de imaginar passar por aqui a noite desse dia para cá a gente veio mais três vezes e parte do problema foi resolvido com novas lâmpadas instaladas melhorar a situação e minimiza né a escuridão que tava melhorou faltou a instalação de postes nos locais mais Cris Picos a gente do calendário não desiste Dona Miriam voltamos E aí tudo bem a situação continua a mesma Com certeza continua do mesmo jeito no escuro é o seguinte a gente tem que marcar então né A senhora tá com calendário 2015 ainda a gente já tá em 2016 Então vou te dar um calendário novo esse aqui a gente joga fora porque não serve mais para nada vou pegar aqui o nosso carimbo de não resolvido mas calma nem tudo tá perdido olha vai fazer 9 meses que o calendário JPB visitou aqui o conjunto e pepe pela primeira vez e a prefeitura se comprometeu em melhorar a iluminação sendo que todo o processo esbarrou em burocracia no processo licitatório então a notícia boa a seguinte Dona Miriam a nossa produz são entrou em contato com o pessoal lá da licitação da Secretaria de obras da prefeitura E eles disseram o seguinte que finalmente esse processo que tava na justiça terminou o juiz julgou favorável à prefeitura e a ordem de serviço junto com a empresa que ganhou o processo
Falta de calçamento gera poeira e lama no bairro Jardim Paulistano em Campina Grande-3101655.wav,a falta de calçamento não é apenas o problema de infraestrutura mas também uma questão de saúde e bem-estar em Campina Grande a Rua Riachuelo começa no bairro da Liberdade mas os moradores dos dois últimos quarteirões que ficam no bairro Jardim Paulistano sofrem com a poeira no verão e com a lama no inverno Nós já mostramos esse problema no calendário JPB e novamente nossa equipe foi até o local para cobrar uma solução Essa é a terceira vez que o calendário JPB vem a Rua Riachuelo no bairro Jardim Paulistano e como vocês podem ver olha só calçamento não chegou por aqui na verdade são apenas dois quarteirões no final da rua que estão sem calçamento e a uma reivindicação muito antiga na maior parte da rua que começa no bairro da Liberdade existe calçamento há vários anos como mostramos na primeira reportagem ano passado em dezembro a prefeitura prometeu avaliar a situação para tentar resolver o problema de uma solução paralela que seria execução com recurso próprio e a gente troca executando se conseguimos Ok e o projeto de drenagem for suficiente para a gente conseguir fazer só o calçamento Também seria uma solução interessante é esse aprofundamento do estudo Que Nós faremos e vinte e cinco pro prefeito de exercício para prefeito vir aqui também para a gente buscar uma solução definitiva o secretário de obras André agora voltou aqui a rua com a gente o prefeito Romero Rodrigues não veio mas de toda forma os moradores que estão todos acompanhando aqui o calendário JPB com a gente quer em uma resposta e aí os que eu vou saber do secretário secretário vai ter casamento a princípio não a gente tá investindo já em seis ruas no Jardim Paulistano Então existe outros bairros que não foram atendidos aí nenhuma intervenção dessa natureza Então a gente vai primeiro concluir as 6 horas assim que foi combinado com o prefeito depois nós concluindo ainda vai vai reavaliar situação o que a gente fez para melhorar a questão do estudo até que vivemos juntos novamente aqui em verificou-se que o custo de drenagem aqui é mais baixa então a intervenção fica um pouco mais barata mas enquanto a gente não terminar essas ruas que a gente tá investindo quase um milhão e meio aqui com a intervenção foto do ponto de vista de uma habilidade a gente não pode tomar nenhuma decisão com relação a isso e prometer para não cumprir é melhor não prometeu então a gente agradece de toda a forma de sua participação aqui mas o calendário JPB é compromisso com a comunidade e nós vamos continuar cobrando infelizmente né Socorro calçamento nenhuma previsão nenhuma data vamos ter que marcar calendário não resolvido o secretário André agra falou você não aproximadamente 4 meses para concluir as outras duas que já estão no projeto na prefeitura para voltar aqui e cobrar uma solução final São 30 anos nessa Fernando São 30 anos que nós aqui dessa rua esperamos para esse casamento será feito e nada entra Prefeito sai Prefeito e nada de calçar é apenas um pedaço dessa rua não é uma rua completa que ela começa na Liberdade e termina aqui no Jardim Paulistano
Calendário JPB retorna ao Jardim Cidade Universitária-2872491.wav,e tem boa notícia no calendário hoje no Jardim Cidade Universitária na capital Acari internet tá feliz da vida Nós também vamos ver o motivo dessa felicidade toda do calendário JPB está chegando na Rua Radialista Antônio Assunção de Jesus no Jardim Cidade Universitária e nós não estamos encontrando nenhum esgoto estourado na rua isso é sinal que alguma coisa mudou por aqui será que o problema foi resolvido olha só os moradores já estamos esperando são eles que vão dizer isso para gente vamos lá vou falar vamos descer Bom dia gente e Arturo né Lindo dá até para sentir o perfume mas eu tô sentindo o perfume aqui né Graças a Deus né Depois de uma luta grande graças a Deus a gente conseguiu a última vez que eu vi aqui que eles tomaram Providência e melhorou bastante a situação Nossa resolvido de resolvida coisa boa que notícia boa né agora veio a dignidade né minha filha foi uma benção mas o principal nós precisamos é que seja concluída realmente esta obra porque veio novamente outras oportunidades que outros moradores colocam novamente os esgotos e vem logo vai passar eu tenho boa notícia para vocês o que acontece a data marcada pela Cagepa para que a obra fosse concluída aqui foi o dia 30 de setembro vocês não puderam estar aqui nessa data mas nós estivemos E aí o engenheiro da Cagepa explicou para a gente tudo que aconteceu esse prazo de 30 de setembro foi cumprido Vou pedir para a digestão colocar a parte que ele explica como é que está a situação de vocês Esse trecho da Rua Antônio Assunção de Jesus ela foi concluída e já está funcionando a coleta do esgoto em toda essa área a bacia B está funcionando já com a coleta de esgoto e sendo bombeado até a estação de tratamento de esgoto de Mangabeira que ajuda bem a gente entender toda essa obra de vocês né exatamente Nós estamos Nós estamos nessa esquina aqui é a bacia de todas essas ruas aqui já estão com o esgoto coletado através da estação elevatória que bombeia o esgoto até a estação de tratamento de Mangabeira E aí o que que tá faltando Então para que seja concluído toda a rede da bacia a O que é a maior bacia todo esse trecho nós estamos faltando concluir a estação elevatória é um que vai bombear toda o esgoto dessa área para a elevatória de a partir das elevatória para estação de tratamento de esgoto em
Calendário JPB retorna ao bairro João Agripino-3024741.wav,Desde janeiro deste ano o calendário JPB vem acompanhando o problema dos moradores do João Agripino do bairro São José eles estão usando o retorno improvisado para entrar no bairro enquanto não se resolve o problema da br-230 nesse trecho um Contorno que dava acesso a esses bairros foi fechado e os moradores reclamam da distância que precisam percorrer para entrar em casa o David pediu um prazo até esse meio de mês para dar uma resposta aos moradores sobre a licitação da obra e a equipe do calendário Claro botou lá para saber se o projeto quando estamos de volta para ouvir do denit o que foi feito o que pode ajudar a resolver a situação desses moradores porque dezembro foi a data escolhida pelo engenheiro do dnit para dar um posicionamento para a gente o senhor tá com um monte de papel na mão né é um livro bem grosso por sinal o que que tem aí aqui na verdade nós temos o projeto de adequação de capacidade concluído o projeto já está pronto né Nós estamos fazendo aprovação dele até o início do próximo ano Rio de Janeiro nós estamos fazendo aprovação e ele já estará em condições de ser licitado para execução das obras a gente precisa agora é correr atrás da dos recursos né Todo mundo se unir se juntar para conseguir isso e a gente visitar a obra para ter início em condições ainda desse primeiro semestre de 2014 que custa uma obra como é 350 milhões indo mais ou menos isso foi o ano de espera né um ano de espera que nós não vimos nada nada de a respeito do que foi prometido que a licitação ia ser concluída dentro de um ano Mas ainda vai ter mais um período para ser visitado na festa licitação para mim não esquenta não isso aí o outro que demora demora demora é seis meses depois de um ano que ele agora e a gente continua nossa ela demora mesmo ele tem razão cansa bastante mas é preciso seguir a lei a gente sabe que a lei diz que é preciso ter um processo licitatório esses recursos Ainda vão ser adquiridos não é isso A ideia é que esse empreendimento seja incluído no programa de aceleração do crescimento diante disso é importante também sensibilizar os nossos parlamentares aí nós temos três treinadores também Temos vários Deputados Federais e importantes que esses parlamentares cio não agora para conseguir esses recursos porque o benefício Não é só para esses moradores aqui da obra que vai acontecer na BR 230 vai ser do quilômetro 10 ao quilômetro 28 e vai beneficiar toda a Paraíba de uma forma geral Por que Vai facilitar todo o trânsito nesse trecho que é bastante movimentado e principalmente Vai facilitar e o fluxo de veículos na Grande João Pessoa porque do jeito que tá hoje na BR já não comporta mais né com certeza e o principal problema em aspectos a questão da segurança tu diz do número de acidentes que a gente já vinha convivendo né Mas precisamos adotar essas medidas e que de fato aí nós conseguimos alguns resultados em relação à diminuição desses acidentes agora é verdade que muitas vezes provoca um pouco de desconforto preciso percorrer um trecho um pouco mais
Calendário JPB em Campina Grande-2983232.wav,os alunos da escola de áudio comunicação de Campina Grande precisão de uma escola diferente das outras que tem esse espaço segurança e que Facilite o processo de aprendizagem só que não é o que tem acontecido há mais de dois anos quando o teto do local caiu e até hoje a entrega desse prédio não aconteceu a suplan disse que até esta semana a nova escola seria entregue só que não foi o que valerá Assunção encontrou por lá na entrevista gravada no início do ano Ricardo Barbosa da Superintendência de obras do plano de desenvolvimento do Estado a suplan garantiu que a obra estaria concluída no dia 23 deste mês de 30 a 40 dias que ela foi iniciada no já está no ritmo ideal Porque ela foi caminhando lentamente porque faltavam os concluir os projetos complementares no casamento do projeto estrutural projeto já foi concluído entregue semana passada a empresa Construtora e a partir de agora a partir da semana que vem estarei indo lá hoje visitar a obra a partir de agora ela entra em ritmo total e iremos cumprir o prazo para essa obra o mais rapidamente possível e vai terminar no templo contratual acertado pactuado entre o governo e a empresa o prazo de execução desta obra de 10 meses no contrato tá de 12 meses mas a Gente Tá acertando com a empresa para ver se ela termina em 10 meses e no máximo 10 meses aqui para frente a gente concluiu a obra de 10 meses se passaram pelo visto a situação não mudou por aqui porque a gente trabalhando e muito mato no local o prédio da escola de áudio comunicação de motinha Lima no bairro do Catolé em Campina Grande foi desativado há quase três anos depois de uma chuva que derrubou o teto do local na época os mais de 250 alunos com deficiência auditiva tiveram de ser transferidos para um prédio alugado desde então o calendário JPB vem cobrando uma solução para o problema Tentamos entrar no canteiro de obras Nossa entrada Não foi autorizada por telefone Nossa produção tentou entrar em contato com o superintendente da suplan Ricardo Barbosa para pedir autorização para que a gente pudesse entrar na obra e verde fato o andamento mas ele disse que não autorizava disse apenas que a obra estaria com 70% concluída faltando apenas a cobertura aí pedimos que ele desce uma previsão do término da obra e ele disse que não iria marcar nenhuma data no calendário e para quebrar essa Barreira do silêncio a gente vai pedir ajuda da professora da intérprete Socorro Barbosa que vai traduzir para gente em Libras a conversa com a Morgana e com ele tu que são alunos aqui da Escola Professora que a senhora perguntasse para eles como é que eles estão vendo a situação da demora na conclusão dessa obra a expectativa deles irem lá para o novo prédio dia 23 de novembro prometer
"Calendário JPB retorna a trecho de estrada próxima a Catolé do Rocha, PB-2929010.wav",em abril de 2012 mostramos a quantidade de buracos na pb-325 que fica perto de Catolé do Rocha no sertão no fim do mês voltamos e parte da estrada tinha começado a ser recuperada aí Esperamos um ano depois a gente voltou em abril deste ano e as obras estavam paradas o problema continuava por lá na época o Departamento de Estradas e rodagens informou que existe um projeto de recuperação da PB mas que ainda ia passar por um processo de licitação o Dr não tinha dado uma data de retorno mas o calendário JPB prometeu voltar depois de seis meses e voltamos agora pela quarta vez na imagem Dá para ver que dois homens tapam os buracos na estrada com a terra que encontram no acostamento tudo para facilitar citar a passagem dos motoristas o calendário JPB tem acompanhado o caso desde Abril do ano passado e nesta quarta volta encontramos esses agricultores estão preocupados com a situação da Pizza resolveram eles mesmos arregaçar as mangas e ajudar muito acidente na que de Pombal para lá tem muito buraco Aí a gente que mora aqui perto aí as vezes a gente não quer presente se a essas esses acidentes né aí resolvi resolvi vim tampar por conta própria com tempo a pb-325 que dá acesso à cidade de Catolé do Rocha no sertão só tem piorado os buracos de todos os tamanhos se multiplicam pela rodovia tiram a paciência incomodam os condutores demais tá toda cheia de buraco e isso quebra carro que só tava aqui encostado quebrado aqui nessa região aqui existem reparos no asfalto mas ainda são poucos a gente atrasa muito a viagem aqui nesse percurso livro O Buraco da extração muito buracado os prejuízos empresa total aqui passar pelo acostamento mesmo os motoristas dizem que desviar desses buracos é muito arriscado Veja essa carreta ela vai pela Contramão quando chega perto do outro veículo devia ir lá na frente e volta à pista contrária a gente tá fazendo um serviço tampando os buracos que era para ser do governo né faz mais de ano isso aí a gente tá parado aí a gente tá ajudando motorista tampando os buracos que isso era para ser do governo né governo era para tampar Pois é né e os moradores tem que se virar Como podem hoje nós vamos a procurar uma resposta e Hélio Cunha Lima que a diretora do Dr informou que o processo de licitação para recuperação da pb-325 ainda não foi concluído isso gente 6 meses depois mas segundo diretor
"Calendário JPB continua acompanhando buraqueira numa rua de Oitizeiro, na Capital-5074997.wav",gente essa buraqueira toda aqui ó não é terreno da lua não viu parece mas não é não fica aqui pertinho bairro de oitizeiro mais precisamente na Rua Napoleão Crispim que a gente pode chamar isso ainda de rua né o calendário JPB venha para cá nessa situação não existe outra palavra para definir o que tá acontecendo aqui na Rua Napoleão Crispim no bairro de oitizeiro é mesmo uma vergonha o cidadão tem que morar tem que viver pisando numa rua assim quarta vez que o calendário JPB vem aqui aqui embaixo muitas tubulações a gente vai olhar ali expostas isso tanto de esgoto quanto também do abastecimento de água da Cagepa a coisa é tão feia que os moradores que estão encontrando um jeito qualquer para poder amenizar a situação por exemplo embaixo Aqui desse pallet ele vai levantar tem um cano de abastecimento da água da Cagepa aqui ainda no chão aí quando eu ia cair não me levantei a mãe não viu e botou essa grade que tava aqui em pé botou aqui eu tava atendendo eu e o da senhora essa cara olha que situação viu os moradores estão passando tem até população da PB gás que passa baixo que pode ficar exposta caso isso aqui continue desse jeito muito lixo também porque além de aguentar isso aqui os moradores da Rua Napoleão Crispim ainda ficam aguentando o mau cheiro o lixo que vem das outras duas moradores mal educados que jogam esse lixo acaba Parando aqui porque é por onde passa toda a água da chuva e aí tem até bicho morto ali tão mau cheiro terrível Porque causa dessa e de outras rachaduras espalhadas pela casa já teve família se mudando como advaldo teve que sair daqui com a mulher e o filho dele porque a casa tá toda cheia de rachaduras com medo né de casa até cair eu mudei aqui para morar em outro lugar agora aqui uma casa própria da própria deixei tô pagando aluguel tendo minha casa para morar E aí daqui a gente sai daqui vai ver porque está acontecendo tudo isso só do lado desse Buracão Edivaldo vai perder o patrimônio dele ele decidiu sair de casa né para não se arriscar Mas vai ter que perder a casa também e quando cair vai fazer o quê vai recorrer a quem será que ele vai ganhar uma casa nova primeiro teve a visita aqui e Karen Tenório mostrou a situação fizeram Um aterro deu aquela melhorada depois não apareceu mais ninguém ficou assim de novo né dessa vez tentou Trazer Alguém da seinfra da Defesa Civil ninguém apareceu e o morador fica como estão consentimento de abandonados
Calendário JPB volta com boas notícias ao bairro dos Colibris em João Pessoa-2732656.wav,na Rua Valdomiro Figueiredo de Souza na cidade dos Colibris os moradores viveram experiência de ter o calçamento na rua evelcy arrancado pela prefeitura revoltados ele chamaram calendário JPB de hoje tem notícia boa lá no bairro dos Coelhos Caminhar pela Rua Figueiredo de Souza até muito pouco tempo atrás era a missão difícil para esses moradores aqui do Colibri foi já virou passarela muda muito a vida do morador né Uma hora muda muda muito mesmo graças a Deus foi resolvido a gente só tem realmente agradecer Eu sei que muitas pessoas queria estar no lugar da gente mas a gente conseguiu nossa rua calçada e pouco tempo né verdade verdade esse é o momento mais esperado por todas as comunidades do calendário colocar esse carinho aqui ó o melhor de tudo é meu primeiro carimbo de Resolvido desde que eu comecei a fazer o calendário do secretário eu você gordo está em chamada responsabilidade para mim e eu mesmo vou colocar aqui vocês permitem a coisa linda não é bom demais realmente está muito satisfeito que deu certo entre a comunidade o calendário e a prefeito não posso ir para outra Agora diga logo que podemos contar contigo Obrigada secretário Obrigada minha gente valeu Bom demais e você está obrigada pela confiança e Que bom que a gente conseguiu retribuir secretário É isso aí a gente gosta assim comunidade feliz com tudo resolvido se você quiser o calendário JPB eu escreve para o nosso e-mail Não esqueça de colocar o telefone para contato né e contar o que que tá acontecendo você também pode ligar para redação nos números 21 06 19 30 ou 1932
Calendário JPB volta ao bairro do Bessa-4041755.wav,na volta do calendário JPB a Rua Tertuliano de Castro no bairro do Bessa Nossa que esperava encontrar o problema resolvido a superintendência de mobilidade urbana que se caso de atender o pedido dos moradores em 10 dias eles querem um redutor de velocidade de uma rua onde os motoristas não respeitam a lei de trânsito vamos ver o que aconteceu a velocidade com seus carros estão passando aqui na Rua Tertuliano de Castro Bessa já dá para perceber que a promessa da Semob em instalar uma lombada física aqui não passou de uma promessa se passaram aí dona Lenilza os 10 dias úteis que a fé move pediu para fazer essa lombada física e a gente olha não tem nada só carro passando em alta velocidade é não respeita nada e também o redutor que nós pedimos até agora também nada só promessa a gente já tá cansada de levar susto ele tá para pregação de haver algum acidente com dois aí tem que dar a solução né Para nossa surpresa tiraram até a placa de pare aqui da esquina também agora né porque antes tinha pelo menos a placa aqui quem tirou roubaram foi que os vândalos durante a madrugada como surgiram os nossos direitos e nada mais justo do que eles atender o Cida não é a gente estava bem animado viu não esperava que eles tivessem faltado com a palavra de jeito nenhum infelizmente a lombada não chegou né e o carimbo hoje é não resolvido bem gente o calendário JPB sempre vai em busca das autoridades seja para pedir uma resposta porque o problema não foi resolvido ou seja para agradecer por que o problema foi resolvido e para que a autoridade que possa comemorar junto com vocês uma conquista Nós entramos em contato com a assessoria de imprensa da Semob e não tivemos resposta nenhuma o que é que eu vou fazer eu vou ligar daqui para ela para saber se hoje a gente tem uma resposta mais atualizada assessora de imprensa da Semob pediu para ligar diretamente para que eu ligasse diretamente para o superintendente Roberto Pinto Alô Roberto Oi Roberto aqui é Carine da TV Cabo Branco tudo bom Eu tô aqui com a comunidade Roberto e eu coloquei no viva-voz para que todos possam ouvir certo a lombada não chegou Qual é a resposta vai ser construída ajudar mandando projeto para chegar até minha estrutura e tanto botar numa lombada entre a Rua Hortêncio osterne carneiro e a Rua João Cabral de Lucena
"Calendário JPB retorna a Patos, PB-2928974.wav",o calendário JPB esteve no bairro Nova Conquista em Patos no dia 26 de agosto deste ano os moradores da Rua São Vicente Olha aí as imagens tenho que conviver com a situação inusitada os postes da rede elétrica no meio da rua a gente mostrou o quanto eles atrapalhavam o trânsito de veículos e de pedestres o caso parou no Ministério Público Federal depois que nem a prefeitura nem a concessionária de energia se responsabilizava pela retirada desses postes nós Prometemos voltar dois meses depois e a repórter herta riama teve lá hoje de manhã Olá Denise hoje nós temos uma boa notícia no calendário JPB quem tá muito agradecido ao calendário são os moradores da Rua São Vicente no Conjunto Nova Conquista aqui em Patos lembra que essa rua os postes eram um bem ou no meio da Via Pois é o problema foi resolvido depois que o calendário esteve aqui deu um prazo que se venceu no último dia 26 e agora está tudo como deveria ser mas nós vamos conversar com a população que nos chamou mas que hoje que agradecer pelo problema tem sido resolvido uma dessas pessoas e a Ivanilda que foi quem me chamou aqui para mostrar esse problema que vocês tinham durante anos e agora como tá depois de tudo isso sido resolvido Agora graças a Deus foi resolvido o nosso problema né a gente tá muito feliz e É uma pena a gente ter sido preciso usar a imprensa é um problema que vinha mais de 23 anos a gente já tinha tentado resolver através de meios legais em conversa mas infelizmente eles jogaram a culpa de um para o outro de um órgão para outro até que eu resolvi mandar um e-mail para o calendário JPB Obrigada nada querida vamos falar com a Sueli que a dona de casa que relatam que ficava preocupada com as crianças que brincavam aqui na rua com aqueles potes dos carros transitavam e agora essa preocupação não existe mais as crianças podem brincar à vontade é verdade finalmente faz 15 anos que eu moro aqui eu acompanhava essa situação e depois que vocês vieram aqui em 2 dias o que me impressiona é mais isso em dois dias Eles resolveram o problema da Rede Inteira quem também tá muito feliz com essa solução desse problema é a Gisele aqui na frente da casa dela bem na frente da garagem tem um poste Quando ia sair era aquela dificuldade agora gicélia problema resolvido você que tá feliz também sim muito feliz né é Acordamos né com trabalho né do pessoal com a equipe da Energisa é meu esposo também ficou muito feliz ele disse que bom né Graças a Deus que agora vai ser fácil eu tirar e guardar o carro calendário veio o problema foi resolvido e a nossa missão Está cumprida é com você de mim 15
Calendário JPB volta ao Bairro das Indústrias-4143859.wav,Olá pessoal muito boa tarde mato lixo um buraco de quase 1 m de profundidade tudo isso no meio da rua essa era a realidade da Rua Florestal o nome até combinava com a situação que o calendário encontrou quando nós fomos chamados pelos moradores em janeiro desse ano e na quinta visita do calendário a realidade que nossa equipe encontrou foi completamente diferente quando eu cheguei pela primeira vez na Rua Florestal a gente não conseguia nem Caminhar pela rua aqui exatamente onde eu estou tinha um buraco cheio de mato e lixo para entrar em casa tem que passar pelo Mato só pelo lado de lá e aqui no nosso caso que é uma granja pelos fundos da Granja que a gente entra tem mais de uma metros de profundidade isso aqui expondo javalis S dos muros agora eles têm o caminho de volta eles têm a rua de volta calendário JPB voltou com notícia boa Magno agora a sua propriedade é só sua de novo né porque a rua está de volta de novo cartão aí vai me visitar a minha e meus pais também né todo mundo tem que passar por lá né podia nem reclamar de lixo agora tá uma rua de vergonha agora pois é a gente olhando aqui olha só quando eu tava nesse ponto que eu olhava só via mas agora não dá para ver a rua dá para passar gente até o final ali onde encontra uma mata e o caminho Segue ainda não é a Rua dos sonhos né falta calçamento drenagem mas já tá todo mundo assim mais aliviado Com certeza eu acho que o calendário JPB fez um trabalho maravilhoso com a gente aqui vocês vieram Por que se você não viesse aqui com certeza essa rua estava do mesmo jeito e com a força de vocês aqui com certeza nós já temos começo de uma rua né quem sabe no próximo quem sabe nos próximos anos a gente nessa rua calçada também é um começo de uma história de luta aqui para os moradores né foi a primeira vez que vocês se uniram para melhorar as condições da comunidade Se depender de mim a comunidade não vai ficar só por aqui não vamos brigar no casamento pelo casamento estamos aqui para isso brigar pelos nossos direitos se a gente não correr atrás já era por que os moradores da Rua Florestal brigaram pediram pelo básico limpeza aí veio aqui fez um trabalho de retirada de lixo de mato e também um trabalho de infraestrutura a ciência veio aqui e fez o serviço de terraplanagem tá feliz hoje essa rua é esquecida por um tempo né Muito tempo
Calendário JPB vai até o Conjunto Esplanada em João Pessoa-4767289.wav,lá no conjunto Esplanada os moradores Estão revoltados com a falta de atenção do poder público eles reclamam da buraqueira numa das principais Avenidas do bairro que fica em frente a um equipamento novinho entregue recentemente pela prefeitura calendário JPB entrou na história agora o primeiro passo é descobrir de quem é a responsabilidade pela recuperação de calçamento qualquer chuvinha é dor de cabeça para os moradores do bairro Esplanada Olha só como é que fica uma das vias principais do bairro cheia de piscina de lama e ficar nessa parada de ônibus aqui por exemplo é certeza de banho de lá olha só a dificuldade que os carros têm para transitar pela rua esse aí ainda tem um pouco mais de facilidade porque o quatro por quatro mas aí quem tem um carro mais baixo como é o caso desse aqui sofre na buraqueira eu não sei se o josélio como as autoridades não se envergonham de uma situação dessa há mais de um ano é verdade Bom dia a gente já tá indignado com essa situação aqui que parece um jogo de futebol joga bola para jogar bola para o outro e a quantidade de sempre sofrendo tá dando continuidade a bicicleta passar por aqui já caiu dentro do buraco ali na frente ali por conta disso mesmo eu tive a surpresa seu Joselino de receber a primeira resposta do próprio secretário de infraestrutura do município Cássio Andrade ele me ligou para informar que o problema aqui na Rua Maurílio de Almeida era de responsabilidade da construtora MRV que está construindo um conjunto habitacional aqui no bairro Esplanada E aí a construtora no dia nos informou que essa obra aqui iria ser feito posteriormente a construtora informou que depois da reportagem quando eles viram o ponto exato do problema não era responsabilidade deles eles disseram e a obra não aconteceu a obra da construtora não aconteceu aqui e que seria um outro ponto do bairro onde haveria um problema que era assim de responsabilidade da construtora então mais uma vez a história voltou para os braços da secretaria de infraestrutura e eu procurei antes de vir para cá Recebi a resposta tá aqui no e-mail enviado pela secretaria de infraestrutura a secretaria disse que ainda não tem uma conclusão sobre os responsáveis por esse problema e que vai averiguar para tomar as medidas necessárias para entender o que é isso aqui essa aqui é de responsabilidade da prefeitura esta água que corre aqui o ano inteiro nem a chuva não essa água do Jardim o Jardim Sepol não dispõem de saneamento básico e a água corre para cá então é o ano inteiro Essa água aqui a gente não desiste essa tá sendo apenas a segunda visita do calendário JPB e a gente só vai sair daqui quando a rua tiver em condições de uso porque eu não posso dizer que esta é uma rua que se apresente ainda mais uma das vias príncipe
"Moradores de Água Fria, em João Pessoa, sofrem com as ruas esburacadas-4444389.wav",olha a hora do calendário JPB Hoje nossa equipe voltou o bairro de Água Fria o problema lá é a buraqueira em três ruas do bairro aqui onde eu estou pisando agora era um imenso buraco na rua violonista Rafael Rabelo no bairro de Água Fria sinal que a prefeitura esteve aqui depois da visita do calendário JPB agora vamos ver se o serviço foi feito por completo Quando foi que o pessoal da prefeitura teve aqui na rua vieram Um Dia Após a vida do calendário aqui na aqui na rua e no dia seguinte Eles chegaram aqui juntos chegaram junto e botar todos aquipamentos até pensou que fosse concluir uma obra de vergonha O que é aquilo ali no meio da rua é mais uma vez a gente nota que não foi feito o serviço olha só a situação voltamos agora para o terreno da lua agora um terreno alagado né com certeza que nós podemos fazer nós Como morador que conselho você daria a gente fazer a gente continua com calendário né porque não é possível que alguém não vejo uma situação dessa não tem miopia que explica isso aí eles colocaram aqui em cima o material aqui quando tá vendo aqui as perguntas dos outros negócio dos outros não tem não tem segurança em nada o que nós nem um mês não não tenho não olha só como é que tá a situação da rua por essas ruas do bairro de água fria e aí tá o motorista revoltado com o carro manutenção do carro tá um perigo tem como juntar o pessoal do baile vamos começar a plantar árvores nos buracos em cada buraco da rua nós vamos plantar árvore se não chamar o meio ambiente também para fiscalizar as aulas não perguntar aqui na rua porque não tem condições buraqueira dessa eu vou continuar caminhando Por que o calendário começou acompanhar essa buraqueira em três ruas aqui do bairro de Água Fria Essa é apenas uma vamos ver como é que tá a situação nas outras a equipe do calendário JPB voltou a água fria a gente vai ver como está a situação nas ruas funcionária pública Geni Ferreira e Jaime Gomes de barros nós estamos agora na segunda Rua Jaime Gomes de barros era aqui onde existia aquele buraco enorme que os moradores até apelidaram de piscina de adulto
